"id","member_id","funded_amnt","term_m","int_rate","installment","emp_length","annual_inc","dti","revol_util"
"839818",1050063,30000,36,0.1799,1084.43,6,79000,20.79,0.934
"839882",1050148,15000,60,0.1349,345.08,15,105000,17.03,0.674
"839903",1050169,5550,36,0.0999,179.06,2,38400,10,0.539
"839904",1050176,5600,36,0.0849,176.76,0,63000,11.85,0.871
"839927",1050202,3200,60,0.1749,80.38,3,31308,7.9,0.619
"839935",1050212,30000,60,0.1199,667.19,1,162500,6.85,0.628
"839948",1050230,1300,36,0.1059,42.31,4,89000,5.18,0.692
"839976",1050264,20050,60,0.1749,503.6,15,85000,16.48,0.775
"839980",1050269,9475,60,0.1299,215.54,15,35000,11.28,0.468
"839996",1050287,5350,36,0.0999,172.61,15,58000,19.07,0.507
"839998",1050290,6000,36,0.1523,208.67,7,65000,7.68,0.959
"840015",1050316,14675,60,0.1149,322.67,1,28000,23.1,0.668
"840046",1050351,2000,36,0.0542,60.32,5,60000,1.88,0.167
"840057",1050364,15000,36,0.1199,498.15,0,74000,22.18,0.46
"840064",1050374,20000,60,0.1299,454.96,4,70000,10.29,0.234
"840091",1050409,2850,36,0.0599,86.69,5,90000,27.65,0.092
"840110",1050433,1000,36,0.1099,32.74,0,30000,23.12,0.524
"840121",1050446,15000,36,0.1839,545.23,NA,33600,14.25,0.97
"840128",1050459,16000,60,0.1749,401.87,15,67548,11.1,0.0083
"840199",1050546,1800,36,0.0749,55.99,15,55000,11.3,0.753
"840203",1050552,9000,36,0.1149,296.75,15,110000,15.36,0.899
"840232",1050584,8500,60,0.1099,184.77,15,65000,11.87,0.549
"840233",1050585,10000,60,0.1299,227.48,3,50000,11.66,0.127
"840246",1050598,10000,36,0.1149,329.72,5,68000,9.99,0.43
"840256",1050610,5000,36,0.1349,169.66,15,113000,12.96,0.802
"840257",1050611,14975,60,0.1349,344.5,3,49100,15.71,0.39
"840261",1050615,7000,36,0.1059,227.82,15,144000,11.68,0.62
"840280",1050636,4800,36,0.1059,156.22,6,32000,20.21,0.274
"840315",1050679,14500,36,0.0749,450.98,15,76500,0,0
"840327",1050692,8000,36,0.1349,271.45,6,60000,16.06,0.478
"840337",1050705,12000,60,0.1199,266.88,8,65500,9.36,0
"840354",1050722,8450,60,0.1149,185.8,1,42000,24.71,0.238
"840371",1050741,4500,36,0.0749,139.96,4,32400,27.63,0.502
"840388",1050760,9000,36,0.1649,318.6,15,82000,24.78,0.962
"840411",1050784,7000,36,0.0999,225.84,15,100840,15.07,0.736
"840425",1050804,12000,36,0.1523,417.34,3,88000,14.85,0.46
"840441",1050822,14000,36,0.0849,441.89,15,46000,22.67,0.537
"840447",1050828,11200,36,0.1689,398.7,5,26000,8.08,0.604
"840456",1050839,6000,36,0.1199,199.26,6,40000,24.06,0.388
"840478",1050862,5000,36,0.0699,154.37,6,42000,27.86,0.196
"840484",1050869,6000,36,0.0699,185.24,15,90000,18.16,0.558
"840514",1050903,6500,36,0.1749,233.34,4,42000,7.91,0.895
"840524",1050913,27000,60,0.1839,691.37,0,62000,14.77,0.451
"840529",1050919,4200,36,0.1562,146.88,0,24000,3.2,0.41
"840541",1050932,25000,36,0.1099,818.35,NA,57120,15.29,0.801
"840561",1050953,6000,36,0.0999,193.58,2,27031,15.14,0.338
"840579",1050975,4200,36,0.1523,146.07,0,21600,4.67,0.977
"840632",1051036,20000,36,0.0749,622.04,15,39915,13.71,0.172
"840643",1051047,5000,60,0.0749,100.17,15,72600,13.59,0.097
"840647",1051054,16000,36,0.0751,497.78,0,79500,8.08,0.412
"840682",1051093,15575,60,0.1523,372.42,0,70000,24.39,0.894
"840686",1051100,12000,60,0.1059,258.47,6,82500,12.26,0.507
"840699",1051115,6000,36,0.1523,208.67,2,70000,18.55,0.658
"840721",1051146,6400,36,0.0999,206.48,0,41000,18,0.1
"840726",1051152,12000,60,0.0849,246.15,5,1e+05,15.68,0.481
"840734",1051161,8000,36,0.0849,252.51,2,80500,1.65,0.766
"840738",1051166,12000,60,0.1349,276.06,15,139000,6.14,0.609
"840756",1051186,17500,60,0.1649,430.14,15,31200,1.54,0.086
"840758",1051188,15000,36,0.1299,505.34,9,46890,18.14,0.124
"840762",1051192,9800,36,0.0749,304.8,9,50000,7.32,0.313
"840785",1051224,8400,36,0.1399,287.06,8,51996,12.44,0.848
"840801",1051242,6400,36,0.1599,224.98,15,50000,9.34,0.973
"840806",1051247,35000,36,0.1749,1256.4,15,130000,17.8,0.749
"840817",1051259,29100,36,0.1599,1022.93,8,70000,22.37,0.618
"840835",1051285,6000,36,0.0542,180.96,15,1e+05,6.48,0.043
"840876",1051328,2600,36,0.1929,95.69,0,21600,15.67,0.761
"840966",1051465,35000,60,0.1349,805.17,15,120000,6.32,0.047
"840980",1051480,4200,36,0.0749,130.63,4,75000,5.07,0.001
"840992",1051493,10000,36,0.0749,311.02,6,125000,10.72,0.315
"841001",1051503,10000,36,0.0849,315.63,4,33390,11.46,0.099
"841014",1051518,10000,36,0.1099,327.34,15,150000,14.98,0.681
"841017",1051522,3000,36,0.1149,98.92,6,42000,3,0.671
"841024",1051532,8000,36,0.0999,258.1,1,62000,24.91,0.351
"841032",1051541,18000,36,0.1349,610.75,4,1e+05,18.39,0.592
"841046",1051557,7200,36,0.0999,232.29,15,50000,6.5,0.481
"841051",1051563,11600,60,0.1349,266.86,5,41000,20.69,0.619
"841071",1051584,10000,36,0.0699,308.73,7,2e+05,10.84,0.747
"841116",1051635,30100,60,0.1942,787.79,6,1e+05,3.31,0.057
"841129",1051653,20000,60,0.1879,516.51,1,75996,12.58,0.491
"841135",1051660,22000,60,0.1299,500.46,5,90000,9.85,0.327
"841158",1051686,6000,60,0.0749,120.2,15,72744,15.62,0.104
"841182",1051713,20400,60,0.1149,448.55,15,44400,7.14,0.057
"841198",1051729,4000,36,0.0749,124.41,0,30000,8.4,0.073
"841209",1051740,6000,36,0.1649,212.4,3,72000,18.2,0.991
"841212",1051744,8000,60,0.1649,196.64,5,90000,18.28,0.619
"841213",1051745,2500,36,0.0699,77.19,5,60000,19.38,0.607
"841227",1051760,5075,36,0.0599,154.37,3,60000,20.1,0.006
"841230",1051763,4000,36,0.1929,147.22,0,51630,4.46,0.415
"841238",1051771,6000,36,0.0999,193.58,3,53000,12.88,0.542
"841266",1051800,14000,60,0.2025,372.87,5,42744,20.58,0.493
"841271",1051805,12000,60,0.1599,291.76,1,56000,12,0.188
"841291",1051827,15000,36,0.1299,505.34,4,210000,11.82,0.785
"841297",1051836,11000,36,0.1649,389.4,15,39960,23.24,0.719
"841309",1051848,7750,60,0.1649,190.49,8,65000,22.74,0.727
"841329",1051871,7800,36,0.0699,240.81,NA,59000,20.11,0.543
"841350",1035192,30000,60,0.2248,836.78,7,54000,8.27,0.648
"841379",1051928,28000,36,0.0751,871.11,8,180000,8.52,0.248
"841403",1051958,18000,36,0.0999,580.73,0,65000,8.36,0.37
"841407",1029092,12000,36,0.1299,404.27,0,48000,17.88,0.917
"841415",1051970,6200,36,0.1099,202.96,NA,46709.04,18.81,0
"841438",1051993,25000,60,0.1349,575.12,15,63000,0.21,0.004
"841453",1052009,4800,36,0.1523,166.94,2,48000,2.08,0.894
"841482",1052045,25000,60,0.1399,581.58,3,120000,24.08,0.543
"841485",1052047,5000,36,0.0999,161.32,5,90000,15.45,0.366
"841511",1052075,35000,36,0.1299,1179.12,5,80000,5.28,0.707
"841518",1052082,3000,36,0.0749,93.31,15,70000,22.29,0.779
"841526",1052092,12400,60,0.1839,317.52,15,55000,5.21,0.279
"841575",1052148,17000,60,0.0999,361.12,15,75000,23.52,0.748
"841611",1052186,6000,36,0.1099,196.41,8,56000,17.06,0.963
"841619",1052194,8000,36,0.1099,261.88,5,20000,14.7,0.609
"841621",1052196,12000,36,0.0749,373.22,2,66000,5.95,0.299
"841633",1052208,13500,36,0.0999,435.55,15,76000,6.96,0.576
"841642",1052217,4000,36,0.1562,139.88,2,18720,11.86,0.6
"841663",1052238,18000,60,0.1149,395.78,15,57500,6.18,0.371
"841702",1052281,5000,36,0.0542,150.8,0,53000,11.3,0.043
"841714",1052293,15000,60,0.1839,384.1,NA,32076,6.96,0.977
"841730",1052311,24000,60,0.1599,583.51,3,62400,21.85,0.25
"841734",1052315,3600,36,0.0599,109.51,3,30000,20.32,0.552
"841749",1052330,3500,36,0.0849,110.48,6,26400,7.27,0.551
"841757",1052339,35000,36,0.0999,1129.19,4,85000,4.04,0.531
"841758",1052340,14400,60,0.1099,313.02,4,60852,11.89,0.397
"841822",1052414,5000,36,0.1799,180.74,2,36000,0.4,0.012
"841825",1052417,18825,60,0.1649,462.71,7,30000,18.96,0.726
"841835",1052427,4800,36,0.0999,154.86,15,38628.96,16.5,0.573
"841864",1052459,25000,60,0.2062,671.01,8,84000,11.67,0.628
"841875",1052469,4000,60,0.1349,92.02,5,29004,19.65,0.467
"841907",1052502,4400,36,0.0599,133.84,15,48000,8.43,0.116
"841932",1052529,6000,36,0.0749,186.61,6,30000,28.76,0.35
"841940",1052537,30000,60,0.2099,811.44,1,98400,16.68,0.546
"841960",1052558,12000,60,0.1199,266.88,5,37080,20.94,0.805
"841989",1052594,14000,60,0.1399,325.69,15,140000,15.99,0.909
"842052",1052664,14000,36,0.1562,489.58,15,80000,17.29,0.924
"842054",1052667,13600,36,0.1199,451.65,15,73000,3.76,0.728
"842058",1052671,2800,36,0.0699,86.45,0,40800,15.44,0.075
"842073",1052689,5000,36,0.0749,155.51,3,32000,15.49,0.568
"842083",1052700,13650,60,0.2359,389.45,3,40000,15.42,0.516
"842084",1052701,6000,36,0.0749,186.61,0,48000,12,0.541
"842102",1052723,20000,36,0.0749,622.04,15,54833.52,18.86,0.551
"842104",1052728,9350,36,0.0749,290.81,4,50000,22.01,0.676
"842178",1052824,4800,36,0.1149,158.27,15,71711,0.02,0
"842187",1052835,2500,36,0.1199,83.03,5,44500,15.1,0.467
"842264",1052922,16000,60,0.1099,347.8,15,76800,24.13,0.104
"842322",1052990,3000,36,0.0849,94.69,1,65000,9.18,0.514
"842329",1052999,25000,60,0.1523,597.78,1,75000,12.66,0.075
"842347",1053017,1800,60,0.2025,47.94,2,32000,2.63,0.537
"842351",1053021,9500,60,0.1099,206.51,15,48000,17.7,0.238
"842372",1053043,20000,60,0.1299,454.96,2,44000,12.22,0.335
"842387",1053059,12600,36,0.0999,406.51,2,42500,19.6,0.676
"842395",1053068,12000,36,0.0699,370.48,2,80000,15.39,0.434
"842402",1053076,3200,36,0.0599,97.34,15,82000,14.58,0.743
"842409",1053084,10000,60,0.1649,245.8,8,48000,13.07,0.212
"842421",1053095,10000,36,0.0849,315.63,5,65000,12.24,0.503
"842446",1053122,8000,60,0.1199,177.92,NA,24000,1.05,0.109
"842456",1053133,24000,36,0.1099,785.62,6,97500,9.32,0.289
"842464",1053144,21600,60,0.1199,480.38,4,72000,6.65,0.26
"842469",1053152,12000,60,0.1479,284.16,1,45000,14.72,0.622
"842490",1053171,28000,60,0.1879,723.11,2,252000,11.31,0.544
"842500",1053181,5400,36,0.1199,179.34,3,55000,10.19,0.66
"842502",1053184,12000,36,0.1199,398.52,5,112000,7.86,0.782
"842522",1053205,3000,36,0.1839,109.05,5,43000,21.68,0.353
"842558",1053242,12800,36,0.0749,398.11,6,56000,15.34,0.005
"842566",1053247,6000,36,0.0849,189.38,3,70000,8.93,0
"842583",1053268,1500,36,0.0599,45.63,NA,57600,12.6,0.594
"842600",1053286,7000,36,0.0599,212.93,6,52000,10.68,0.192
"842643",1053332,4500,36,0.1349,152.69,0,60000,23.02,0.341
"842652",1053342,3325,36,0.0542,100.29,15,49920,25.7,0.247
"842706",1053399,12000,36,0.1199,398.52,5,52000,10.68,0.923
"842708",1053401,26000,60,0.1523,621.69,0,67200,25.27,0.183
"842771",1053467,10000,36,0.0999,322.63,5,36000,21.93,0
"842775",1053468,7000,36,0.1199,232.47,15,130000,15.42,0.118
"842788",1053487,12000,60,0.1929,313.21,7,72000,24.02,0.949
"842798",1053498,5975,60,0.1099,129.89,6,56000,26.03,0.593
"842807",1053506,7000,36,0.0749,217.72,2,36000,18.83,0.089
"842814",1053513,9800,36,0.0699,302.56,9,56500,21.2,0.6
"842841",1053540,24000,36,0.1562,839.28,7,110000,16.25,0.524
"842865",1053565,8500,36,0.1149,280.26,15,61000,13.26,0.427
"842873",1053573,20000,60,0.1799,507.76,7,54000,18.04,0.833
"842876",1053576,6000,36,0.1099,196.41,15,45000,24.53,0.36
"842916",1053620,3250,60,0.1299,73.94,9,45000,24.59,0.854
"842961",1053669,3500,60,0.1839,89.63,3,32640,3.09,0.49
"842964",1053673,10000,36,0.0749,311.02,5,90000,8.44,0.041
"842968",1053678,3600,36,0.0599,109.51,5,50000,13.25,0.009
"842971",1053681,6000,36,0.1099,196.41,0,225000,5.51,0.913
"843015",1053736,7200,36,0.0603,219.14,7,43108,5.26,0.106
"843031",1053754,24000,36,0.0749,746.44,0,85000,8.16,0.505
"843064",1053795,4800,36,0.1099,157.13,15,54600,14.15,0.654
"843071",1053804,35000,60,0.2099,946.68,2,350000,12.95,0.434
"843086",1053820,12000,36,0.0849,378.76,8,33000,12.55,0.343
"843087",1053821,11100,36,0.1059,361.25,3,50000,25.08,0.438
"843108",1053854,4000,36,0.1099,130.94,15,40000,12.27,0.198
"843113",1053861,15000,60,0.1969,394.83,0,45000,15.09,0.86
"843143",1053896,19200,60,0.1749,482.25,15,65000,10.02,0.432
"843168",1053931,18400,36,0.0599,559.69,15,1e+05,17.89,0.251
"843173",1053936,5000,36,0.1149,164.86,3,42072,8.24,0.264
"843193",1053961,3600,36,0.0599,109.51,1,60000,12.54,0.029
"843219",1053988,11300,60,0.1299,257.06,15,40800,17.62,0.62
"843242",1054014,14700,60,0.1199,326.92,2,84500,17.71,0.699
"843247",1054022,7000,60,0.2099,189.34,1,36000,12.77,0.381
"843264",1054040,12000,36,0.1199,398.52,6,105000,9.27,0.508
"843284",1054061,7200,36,0.1059,234.33,3,35000,26.4,0.921
"843290",1054067,15000,60,0.1099,326.07,15,80400,13.42,0.347
"843299",1054077,35000,60,0.1599,850.95,5,76000,0.79,0
"843307",1054085,5175,60,0.1199,115.09,8,46000,4.93,0.423
"843351",1054135,35000,36,0.1399,1196.05,5,230000,21.76,0.623
"843398",1054186,10000,36,0.1349,339.31,8,55140,16.69,0.486
"843415",1054206,7000,36,0.0849,220.95,15,48000,12.22,0.674
"843460",1054253,24000,36,0.0749,746.44,15,72000,26.43,0.382
"843470",1054265,8500,36,0.0749,264.37,NA,230000,9.22,0.36
"843485",1054283,10000,36,0.0749,311.02,1,26400,11.86,0.349
"843495",1054294,3000,36,0.1099,98.21,15,67000,20.96,0.403
"843497",1054296,10500,36,0.0749,326.57,4,60000,4.96,0.266
"843590",1054396,3000,60,0.1399,69.79,0,55460,6.82,0.717
"843594",1054400,14000,60,0.1149,307.83,5,56000,18.17,0.597
"843621",1054428,5000,36,0.1149,164.86,6,75000,5.02,0.415
"843646",1054455,25000,60,0.1929,652.51,15,74326.08,23.07,0.9
"843653",1054463,13000,36,0.0849,410.32,3,78000,11.69,0.045
"843698",1054514,5000,36,0.0542,150.8,2,62000,12.75,0.219
"843721",1054541,10000,36,0.0849,315.63,5,240000,2.85,0.087
"843731",1054551,3625,36,0.1349,123,15,20000,21.24,0.654
"843757",1054582,11000,36,0.1349,373.24,6,29000,13.94,0.373
"843770",1054597,25000,60,0.1349,575.12,0,124000,5.25,0.136
"843771",1054598,4200,36,0.0599,127.76,1,67000,8.38,0.124
"843777",1054604,22000,36,0.1059,715.99,5,80000,26.52,0.73
"843784",1054611,8000,36,0.1689,284.79,0,80000,7.03,0.477
"843785",1054612,1500,60,0.0849,30.77,15,65304,22.01,0.702
"843787",1054615,14000,36,0.1149,461.6,9,45000,20.19,0.598
"843844",1054678,12000,36,0.1599,421.83,2,50400,5.43,0.457
"843845",1054679,10000,36,0.0849,315.63,3,51000,24.68,0.795
"843851",1054685,14000,36,0.1099,458.28,4,40000,13.71,0.466
"843913",1054756,15000,60,0.1749,376.76,6,130000,11.25,0.473
"843914",1054758,20000,60,0.1649,491.59,3,72000,24.58,0.348
"843925",1054768,11200,36,0.1399,382.74,4,54000,20.04,0.881
"844000",1054867,4500,60,0.1749,113.03,4,18996,22.17,0.367
"844002",1054871,3000,36,0.1099,98.21,NA,71400,3.33,0.58
"844008",1054883,8000,36,0.1199,265.68,7,100800,17.31,0.745
"844013",1053766,34000,60,0.1879,878.06,15,151000,4.82,0.802
"844022",1054895,18000,36,0.1349,610.75,6,78000,18.58,0.921
"844070",1054954,10000,36,0.1149,329.72,3,130000,9.66,0.557
"844104",1054997,16000,60,0.1399,372.21,15,68000,10.52,0.582
"844120",1055014,6000,36,0.0699,185.24,0,96000,19.68,0.221
"844125",1055019,12000,36,0.1299,404.27,15,180000,22.3,0.898
"844151",1055050,16000,60,0.1349,368.08,3,52000,6.76,0.461
"844156",1055055,5650,36,0.1599,198.61,0,20000,10.92,0.755
"844165",1055064,12800,60,0.1199,284.67,1,69996,20.4,0.839
"844203",1055107,10000,36,0.1349,339.31,5,83050,22.56,0.732
"844222",1055126,25000,60,0.1149,549.69,15,96660,20.09,0.205
"844228",1055134,4000,36,0.0599,121.67,2,65000,13.74,0.158
"844238",1055144,25000,60,0.1299,568.7,15,82000,14.91,0.397
"844261",1055171,5600,36,0.0749,174.17,0,36000,12.67,0.137
"844292",1055202,24825,60,0.2099,671.47,4,158000,18.93,0.949
"844298",1055209,4500,36,0.1349,152.69,8,45000,21.57,0.803
"844310",1055225,35000,36,0.1059,1139.08,3,60000,4.6,0
"844314",1055229,3600,60,0.1059,77.54,4,63000,19.3,0.669
"844320",1055235,9600,36,0.1099,314.25,0,46000,23.79,0.454
"844352",1055274,13000,36,0.1199,431.73,5,70000,7.59,0.475
"844358",1055280,7000,36,0.0749,217.72,4,28800,20.5,0.414
"844362",1055285,6000,36,0.0749,186.61,0,18000,20.47,0.416
"844364",1055287,10200,60,0.2062,273.77,3,215000,5.29,0.389
"844375",1055299,2600,60,0.1749,65.31,2,40000,13.02,0.79
"844377",1055301,28000,60,0.1349,644.14,15,67000,25.9,0.247
"844382",1055308,4800,36,0.0699,148.19,1,70000,18.96,0.374
"844396",1055322,5000,36,0.0999,161.32,0,21600,15.5,0.224
"844407",1055333,25000,36,0.1649,884.99,7,72000,18.18,0.504
"844427",1055358,35000,60,0.1523,836.88,5,190000,0.9,0.229
"844451",1055384,8000,36,0.0999,258.1,0,53052,18.95,0.536
"844483",1055419,10000,36,0.0999,322.63,3,53000,13.97,0.455
"844485",1055423,20000,60,0.1199,444.79,9,52000,25.06,0.567
"844517",1055461,2000,36,0.1599,70.31,4,9600,15.63,0.576
"844527",1055470,1000,36,0.1199,33.21,1,34800,20.69,0.773
"844536",1055481,2000,36,0.0542,60.32,15,59000,2.4,0.176
"844558",1055508,14400,60,0.1149,316.63,2,34920,23.99,0.076
"844571",1055537,12000,36,0.0849,378.76,7,140000,9.75,0.442
"844613",1055616,10000,36,0.1149,329.72,15,60000,24.42,0.638
"844615",1055618,1400,36,0.1479,48.39,3,48000,10.9,0.397
"844621",1055628,4000,36,0.1149,131.89,1,51000,21.44,0.568
"844633",1055651,15000,36,0.1599,527.29,2,85000,21.13,0.956
"844641",1055662,14000,36,0.0999,451.68,3,120000,6.36,0.688
"844677",1055709,11200,36,0.0999,361.34,15,61000,24.16,0.009
"844711",1055759,12000,60,0.0849,246.15,5,42000,0.43,0.092
"844713",1055756,9000,36,0.0849,284.07,2,75000,8.46,0.603
"844720",1055767,15000,36,0.1059,488.18,4,69500,9.5,0.299
"844727",1055770,1600,36,0.1399,54.68,15,130000,9.01,0.868
"844763",1055823,21000,36,0.1199,697.41,6,95000,10.32,0.864
"844775",1055837,27125,60,0.1649,666.72,3,98000,20.49,0.599
"844784",1055851,10000,60,0.1399,232.64,15,80004,6.33,0.328
"844824",1055910,10000,36,0.1599,351.53,4,36000,21.6,0.53
"844853",1055952,4500,36,0.0599,136.88,0,39660,11.65,0.105
"844877",1055981,7000,36,0.1562,244.79,6,37000,20.17,0.652
"844892",1055997,2600,60,0.2025,69.25,6,27800,4.96,0.407
"844894",1055999,33600,60,0.1199,747.25,15,135000,7.88,0.647
"844902",1056011,2800,36,0.1399,95.69,3,45000,12.43,0.071
"844925",1056039,14000,36,0.1099,458.28,0,65000,21.14,0.547
"844946",1056062,19125,36,0.1399,653.56,4,56000,14.68,0.292
"844956",1056075,4100,60,0.2211,113.5,2,150000,8.88,0.541
"844957",1056072,10000,36,0.0542,301.6,3,96000,1.69,0.168
"844976",1056097,35000,60,0.1523,836.88,2,250000,10.77,0.58
"844985",1056112,3500,36,0.0542,105.56,1,70000,0.41,0.086
"845008",1056139,24575,60,0.1479,581.94,4,81996,16.82,0.455
"845024",1056160,5500,36,0.1099,180.04,1,24000,23.45,0.627
"845036",1056174,18000,60,0.1599,437.63,3,105144,23.27,0.945
"845055",1056195,4800,36,0.1562,167.86,5,62000,14.07,0.604
"845058",1056199,11200,36,0.1099,366.63,4,44000,5.05,0.321
"845070",1056217,1200,36,0.0849,37.88,15,43000,3.85,0.691
"845103",1056259,25000,60,0.1199,555.99,15,73096,17.68,0.091
"845120",1056277,9600,36,0.0749,298.58,15,38000,14.31,0.518
"845121",1051985,18000,60,0.1879,464.86,0,150000,4.32,0.927
"845122",1056278,4000,36,0.1562,139.88,3,60000,10.82,0.833
"845128",1056286,12000,36,0.0749,373.22,7,56500,9.35,0.805
"845130",1056288,28250,36,0.0999,911.42,6,65000,19.51,0.187
"845162",1056327,5000,36,0.1399,170.87,2,88500,20.16,0.143
"845164",1056329,12375,36,0.1099,405.09,5,50000,19.51,0.751
"845166",1056333,14500,60,0.1879,374.47,NA,36000,22.43,0.605
"845188",1056357,8000,36,0.1199,265.68,15,40000,24.9,0.832
"845224",1056395,24475,60,0.1349,563.04,4,93996,27.92,0.414
"845230",1056402,7500,36,0.1149,247.29,3,30000,7.4,0.237
"845232",1056404,4500,36,0.1349,152.69,5,110000,3.5,0.606
"845238",1056410,4800,36,0.1349,162.87,8,72000,15.8,0.252
"845260",1056436,13250,60,0.1689,328.52,6,34000,21,0.863
"845273",1056451,4000,36,0.1649,141.6,5,25344,5.45,0.874
"845275",1056453,8025,36,0.1349,272.3,15,55000,20.44,0.836
"845321",1056507,11000,36,0.1689,391.58,7,50000,15.31,0.851
"845340",1056530,14000,60,0.1149,307.83,15,93996,11.49,0.408
"845342",1056532,17000,36,0.1299,572.72,9,170000,16.26,0.734
"845386",1056579,2000,36,0.1099,65.47,15,48000,11.75,0.345
"845387",1039569,35000,60,0.1562,844.09,15,82320,8.16,0.445
"845396",1056589,15000,60,0.1199,333.6,0,36000,22.7,0.327
"845410",1056606,3000,36,0.0699,92.62,1,24000,4.2,0.307
"845462",1056663,8700,36,0.1299,293.1,6,102000,14.67,0.386
"845474",1056676,17000,36,0.0849,536.57,6,65000,12.61,0.628
"845476",1056678,20000,60,0.1649,491.59,15,60000,16.16,0.719
"845489",1038197,30000,60,0.1199,667.19,NA,63874,4.53,0.363
"845501",1056704,15000,36,0.0849,473.45,15,60000,11.52,0.357
"845531",1056736,23000,60,0.1242,516.52,3,64000,20.74,0.363
"845575",1056787,3000,36,0.0542,90.48,15,70000,13.94,0.126
"845625",1056845,8000,36,0.0542,241.28,15,30000,9.88,0.124
"845636",1056857,20000,60,0.1199,444.79,2,34000,14.4,0.554
"845642",1056913,7600,60,0.2136,207.15,15,1e+05,5.58,0.718
"845663",1056937,3250,36,0.1349,110.28,4,60000,15.28,0.229
"845696",1048792,15000,36,0.1689,533.98,5,89000,18.11,0.645
"845715",1056991,13500,36,0.0849,426.1,7,76000,21.63,0.333
"845720",1056997,6000,36,0.0999,193.58,2,37200,24,0.367
"845741",1057016,16000,60,0.1099,347.8,15,52302,19.75,0.299
"845758",1057038,24000,36,0.1099,785.62,3,60000,17.32,0.538
"845785",1057070,24000,36,0.079,750.97,6,66000,21.31,0.496
"845793",1057080,7000,36,0.1099,229.14,15,34482,5.71,0.942
"845804",1057091,6625,36,0.0849,209.11,15,48000,27.65,0.904
"845819",1057101,22500,36,0.0749,699.79,1,55550,14.82,0.282
"845828",1057117,3600,36,0.0749,111.97,0,40000,13.11,0.022
"845846",1057136,20000,60,0.1399,465.27,2,57396,25.78,0.49
"845856",1057146,7000,36,0.0542,211.12,4,28800,17.33,0.185
"845857",1057148,5500,36,0.0542,165.88,1,59000,12.63,0.06
"845927",1057232,30000,60,0.1839,768.19,15,75000,10.53,0.926
"845948",1057254,25000,60,0.1523,597.78,15,107004,17.97,0.686
"846013",1057332,6000,36,0.0999,193.58,5,46800,21.85,0.761
"846016",1057335,5000,36,0.0749,155.51,15,46551,24.67,0
"846035",1057356,5025,36,0.0749,156.29,0,53000,6.32,0.448
"846040",1057361,5000,36,0.0542,150.8,15,118000,10.9,0.028
"846044",1057365,1500,36,0.1599,52.73,0,39600,2.64,0.822
"846077",1057404,5000,36,0.1599,175.77,0,46000,11.56,0.92
"846083",1057411,28000,36,0.0849,883.77,8,115000,6.05,0.215
"846127",1057462,8000,36,0.1649,283.2,2,45000,14,0.608
"846152",1057490,5400,36,0.1099,176.77,3,50000,4.25,0.575
"846159",1057500,12000,36,0.1299,404.27,6,80000,5.97,0.68
"846167",1057509,15600,36,0.0749,485.19,7,62000,23.85,0.455
"846186",1057531,8000,36,0.0749,248.82,0,50000,6.48,0.278
"846194",1057548,11525,36,0.0749,358.45,2,91000,26.12,0
"846195",1057549,11600,36,0.1099,379.72,0,71000,2.11,0.023
"846205",1057561,12600,60,0.1349,289.86,6,32000,20.33,0.364
"846260",1057634,24000,36,0.0749,746.44,3,2e+05,5.14,0.01
"846262",1057637,14400,60,0.1349,331.27,3,62000,9.27,0.273
"846275",1057651,15000,36,0.0849,473.45,6,41000,25,0.344
"846279",1057655,10000,36,0.1059,325.45,3,55000,13.4,0.825
"846309",1057690,15000,60,0.1399,348.95,4,60000,23.96,0.443
"846333",1057715,7500,60,0.1479,177.6,7,25000,14.69,0.449
"846396",1057787,12000,36,0.0599,365.01,3,36000,12.73,0.305
"846413",1057806,7000,36,0.1299,235.83,6,60000,9.54,0.942
"846440",1057834,3600,36,0.0999,116.15,8,60000,14.78,0.708
"846459",1057849,20000,36,0.1649,707.99,2,60000,11.8,0.958
"846484",1057880,8400,36,0.1599,295.28,15,120000,5.06,0.972
"846506",1057903,4000,36,0.0749,124.41,15,24000,4.6,0.397
"846511",1057909,5100,60,0.1599,124,4,67656,12.26,0.002
"846512",1057907,30000,60,0.1929,783.02,8,82000,13.39,0.336
"846546",1057947,4500,60,0.0999,95.59,15,72000,7.55,0.347
"846554",1057956,4000,36,0.1059,130.18,15,55200,0.43,0.035
"846573",1057974,13000,60,0.2025,346.24,15,48000,7.83,0.801
"846574",1057975,8500,36,0.0699,262.42,7,75000,0.4,0.038
"846576",1057978,3200,36,0.1099,104.75,0,56000,4.2,0.639
"846589",1057992,21000,60,0.1839,537.73,15,84000,22.96,0.628
"846616",1058024,3000,36,0.1479,103.69,0,48000,11.1,0.615
"846618",1058026,25000,60,0.1599,607.82,0,58000,9.17,0.582
"846633",1058041,5000,36,0.0999,161.32,0,20520,12.16,0.598
"846659",1058067,3675,36,0.0849,116,2,19200,17,0.736
"846685",1058096,7000,60,0.1149,153.92,15,101040,5.7,0.11
"846704",1058121,4000,36,0.0699,123.5,15,54000,3.29,0.33
"846710",1058128,8000,60,0.1599,194.51,9,54000,6.76,0.934
"846731",1058152,21000,60,0.1929,548.11,15,113713,24.88,0.963
"846758",1058182,17000,36,0.0749,528.73,5,90000,9.07,0.678
"846807",1058235,3000,36,0.0749,93.31,5,38000,13.33,0.248
